Date/Time,System,MCM,RCV0,RCV1,EL,AZ,GPS,IRT,S3,PMB
01/31/2021 01:19:01,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:20:45,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:22:30,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:24:13,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:25:57,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:27:41,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:29:26,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:31:10,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:32:54,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:34:38,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:36:22,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:38:07,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:39:51,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:41:36,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:43:20,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:45:04,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:46:48,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:48:32,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:50:16,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:52:00,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:53:45,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:55:28,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:57:13,0,2,2,0,2,2,2,2,2,2
01/31/2021 01:58:57,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:00:41,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:02:25,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:04:09,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:05:53,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:07:37,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:09:21,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:11:06,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:12:49,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:14:33,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:16:18,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:18:02,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:19:46,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:21:30,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:23:14,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:24:58,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:26:42,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:28:27,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:30:11,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:31:54,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:33:38,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:35:22,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:37:06,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:38:50,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:40:35,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:42:19,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:44:04,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:45:48,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:47:32,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:49:16,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:51:00,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:52:45,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:54:28,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:56:12,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:57:57,0,2,2,0,2,2,2,2,2,2
01/31/2021 02:59:40,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:01:25,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:03:09,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:04:53,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:06:37,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:08:21,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:10:06,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:11:50,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:13:34,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:15:18,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:17:02,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:18:46,0,2,2,0,2,2,2,2,2,2
01/31/2021 03:20:31,0,2,2,0,2,2,2,2,2,2
